Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
UTC,UTC+06:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
12/31/2023 00:03:22,12/31/2023 06:03:22,16,17,,18,18,,129,150,151,151,151,0,42.1,,49,,0,0
12/31/2023 01:03:22,12/31/2023 07:03:22,13,15,,15,15,,112,129,130,130,130,0,42.3,,49,,0,0
12/31/2023 02:03:22,12/31/2023 08:03:22,12,14,,14,14,,103,119,120,120,120,0,41.9,,50,,0,0
12/31/2023 03:03:22,12/31/2023 09:03:22,12,13,,13,13,,96,111,112,112,112,0,42.6,,49,,0,0
12/31/2023 04:03:22,12/31/2023 10:03:22,11,12,,12,12,,87,101,101,102,102,0,44.6,,48,,0,0
12/31/2023 05:03:22,12/31/2023 11:03:22,10,10,,11,11,,79,91,92,92,92,0,45.0,,49,,0,0
12/31/2023 06:03:22,12/31/2023 12:03:22,9,10,,10,10,,71,82,83,83,83,0,46.0,,49,,0,0
12/31/2023 07:03:22,12/31/2023 13:03:22,8,8,,8,8,,61,71,71,71,71,0,46.8,,49,,0,0
12/31/2023 08:03:22,12/31/2023 14:03:22,7,7,,8,8,,55,63,64,64,64,0,47.7,,49,,0,0
12/31/2023 09:03:22,12/31/2023 15:03:22,8,8,,9,9,,62,71,72,72,72,0,47.8,,50,,0,0
12/31/2023 10:03:22,12/31/2023 16:03:22,8,9,,9,9,,65,76,76,76,76,0,48.0,,50,,0,0
12/31/2023 11:03:22,12/31/2023 17:03:22,12,13,,13,13,,96,111,112,112,112,0,48.2,,50,,0,0
12/31/2023 12:03:22,12/31/2023 18:03:22,15,16,,17,17,,122,141,142,142,142,0,48.0,,50,,0,0
12/31/2023 13:03:22,12/31/2023 19:03:22,18,19,,20,20,,142,164,165,165,165,0,48.0,,50,,0,0
12/31/2023 14:03:22,12/31/2023 20:03:22,19,21,,21,22,,154,178,179,179,179,0,47.7,,50,,0,0
12/31/2023 15:03:22,12/31/2023 21:03:22,19,21,,21,22,,156,181,182,182,182,0,47.1,,50,,0,0
12/31/2023 16:03:22,12/31/2023 22:03:22,20,22,,23,23,,165,190,192,192,192,0,46.9,,50,,0,0
12/31/2023 17:03:22,12/31/2023 23:03:22,22,24,,25,25,,180,208,209,210,210,0,46.6,,50,,0,0
12/31/2023 18:03:22,01/01/2024 00:03:22,26,29,,29,29,,217,250,251,252,252,0,46.0,,50,,0,0
12/31/2023 19:03:22,01/01/2024 01:03:22,41,44,,45,45,,340,390,392,392,392,0,45.7,,50,,0,0
12/31/2023 20:03:22,01/01/2024 02:03:22,42,45,,46,46,,349,401,402,403,403,0,45.3,,50,,0,0
12/31/2023 21:03:22,01/01/2024 03:03:22,39,42,,43,43,,326,375,377,377,377,0,45.0,,49,,0,0
12/31/2023 22:03:22,01/01/2024 04:03:22,36,39,,39,40,,301,346,348,348,348,0,44.8,,49,,0,0
12/31/2023 23:03:22,01/01/2024 05:03:22,33,35,,35,36,,272,312,314,314,314,0,44.6,,49,,0,0
01/01/2024 00:03:22,01/01/2024 06:03:22,29,31,,31,31,,239,274,275,276,276,0,44.2,,49,,0,0
01/01/2024 01:03:22,01/01/2024 07:03:22,25,27,,27,28,,210,242,243,243,243,0,43.9,,49,,0,0
01/01/2024 02:03:22,01/01/2024 08:03:22,23,24,,25,25,,190,219,220,220,220,0,43.5,,49,,0,0
01/01/2024 03:03:22,01/01/2024 09:03:22,21,22,,22,23,,172,197,198,198,198,0,44.1,,49,,0,0
01/01/2024 04:03:22,01/01/2024 10:03:22,19,20,,20,20,,154,178,178,178,178,0,46.2,,47,,0,0
01/01/2024 05:03:22,01/01/2024 11:03:22,17,18,,18,18,,136,157,157,158,158,0,46.2,,49,,0,0
01/01/2024 06:03:22,01/01/2024 12:03:22,15,16,,16,16,,119,137,138,138,138,0,48.2,,49,,0,0
