Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
UTC,UTC+06:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
12/31/2023 00:18:25,12/31/2023 06:18:25,11,12,,13,13,,119,137,138,138,138,0,41.7,,47,,0,0
12/31/2023 01:18:25,12/31/2023 07:18:25,10,11,,11,11,,105,121,122,122,122,0,41.7,,47,,0,0
12/31/2023 02:18:25,12/31/2023 08:18:25,9,10,,10,10,,97,111,112,112,112,0,41.7,,47,,0,0
12/31/2023 03:18:25,12/31/2023 09:18:25,8,9,,10,10,,90,104,105,105,105,0,42.1,,47,,0,0
12/31/2023 04:18:25,12/31/2023 10:18:25,8,8,,8,9,,81,93,93,93,93,0,43.3,,46,,0,0
12/31/2023 05:18:25,12/31/2023 11:18:25,7,8,,8,8,,74,85,86,86,86,0,44.6,,46,,0,0
12/31/2023 06:18:25,12/31/2023 12:18:25,6,7,,7,7,,66,76,77,77,77,0,46.2,,46,,0,0
12/31/2023 07:18:25,12/31/2023 13:18:25,5,6,,6,6,,56,64,65,65,65,0,46.9,,46,,0,0
12/31/2023 08:18:25,12/31/2023 14:18:25,5,6,,6,6,,55,63,63,63,63,0,47.5,,46,,0,0
12/31/2023 09:18:25,12/31/2023 15:18:25,6,6,,6,7,,60,69,69,69,69,0,47.8,,46,,0,0
12/31/2023 10:18:25,12/31/2023 16:18:25,7,7,,7,7,,68,78,79,79,79,0,48.0,,47,,0,0
12/31/2023 11:18:25,12/31/2023 17:18:25,9,10,,11,11,,99,114,115,115,115,0,48.0,,47,,0,0
12/31/2023 12:18:25,12/31/2023 18:18:25,12,13,,13,13,,123,140,141,141,141,0,47.7,,47,,0,0
12/31/2023 13:18:25,12/31/2023 19:18:25,13,15,,15,15,,141,162,163,163,163,0,47.3,,47,,0,0
12/31/2023 14:18:25,12/31/2023 20:18:25,14,15,,16,16,,146,168,169,169,169,0,47.1,,47,,0,0
12/31/2023 15:18:25,12/31/2023 21:18:25,14,16,,16,16,,151,173,174,174,174,0,46.8,,47,,0,0
12/31/2023 16:18:25,12/31/2023 22:18:25,16,17,,17,18,,164,188,189,189,189,0,46.4,,47,,0,0
12/31/2023 17:18:25,12/31/2023 23:18:25,17,18,,19,19,,175,201,202,202,202,0,46.0,,47,,0,0
12/31/2023 18:18:25,01/01/2024 00:18:25,23,25,,25,25,,247,282,283,283,283,0,45.7,,47,,0,0
12/31/2023 19:18:25,01/01/2024 01:18:25,32,34,,34,34,,339,386,387,387,387,0,45.3,,46,,0,0
12/31/2023 20:18:25,01/01/2024 02:18:25,31,33,,33,33,,329,375,376,376,376,0,45.0,,46,,0,0
12/31/2023 21:18:25,01/01/2024 03:18:25,28,30,,31,31,,305,348,349,349,349,0,44.6,,46,,0,0
12/31/2023 22:18:25,01/01/2024 04:18:25,26,28,,28,28,,281,320,321,321,321,0,44.4,,46,,0,0
12/31/2023 23:18:25,01/01/2024 05:18:25,23,25,,25,25,,249,284,285,285,285,0,44.2,,46,,0,0
01/01/2024 00:18:25,01/01/2024 06:18:25,20,22,,22,22,,219,249,250,250,250,0,43.9,,46,,0,0
01/01/2024 01:18:25,01/01/2024 07:18:25,18,19,,20,20,,196,223,224,224,224,0,43.5,,46,,0,0
01/01/2024 02:18:25,01/01/2024 08:18:25,16,17,,18,18,,175,200,201,201,201,0,43.3,,46,,0,0
01/01/2024 03:18:25,01/01/2024 09:18:25,15,16,,16,16,,161,183,184,184,184,0,43.3,,46,,0,0
