Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
UTC,UTC+06:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
12/31/2023 00:18:23,12/31/2023 06:18:23,12,13,,13,13,,133,154,155,156,156,0,41.7,,40,,0,0
12/31/2023 01:18:23,12/31/2023 07:18:23,10,11,,12,12,,118,137,138,138,138,0,41.9,,40,,0,0
12/31/2023 02:18:23,12/31/2023 08:18:23,10,11,,11,11,,109,127,128,128,128,0,41.9,,40,,0,0
12/31/2023 03:18:23,12/31/2023 09:18:23,9,10,,10,10,,101,117,118,118,118,0,42.4,,40,,0,0
12/31/2023 04:18:23,12/31/2023 10:18:23,8,9,,9,9,,92,107,107,108,108,0,43.7,,40,,0,0
12/31/2023 05:18:23,12/31/2023 11:18:23,7,8,,8,8,,82,96,96,96,96,0,45.1,,39,,0,0
12/31/2023 06:18:23,12/31/2023 12:18:23,7,7,,7,7,,72,84,85,85,85,0,46.8,,39,,0,0
12/31/2023 07:18:23,12/31/2023 13:18:23,6,6,,6,6,,62,72,72,72,72,0,47.7,,39,,0,0
12/31/2023 08:18:23,12/31/2023 14:18:23,5,6,,6,6,,61,70,71,71,71,0,47.8,,39,,0,0
12/31/2023 09:18:23,12/31/2023 15:18:23,6,7,,7,7,,66,76,77,77,77,0,48.2,,40,,0,0
12/31/2023 10:18:23,12/31/2023 16:18:23,7,8,,8,8,,76,89,89,89,89,0,48.4,,40,,0,0
12/31/2023 11:18:23,12/31/2023 17:18:23,10,11,,11,11,,110,128,129,129,129,0,48.2,,40,,0,0
12/31/2023 12:18:23,12/31/2023 18:18:23,12,14,,14,14,,137,159,160,160,160,0,48.0,,40,,0,0
12/31/2023 13:18:23,12/31/2023 19:18:23,14,16,,16,16,,158,183,185,185,185,0,47.8,,40,,0,0
12/31/2023 14:18:23,12/31/2023 20:18:23,15,16,,17,17,,165,192,193,194,194,0,47.5,,40,,0,0
12/31/2023 15:18:23,12/31/2023 21:18:23,15,16,,17,17,,167,194,195,196,196,0,46.9,,40,,0,0
12/31/2023 17:06:50,12/31/2023 23:06:50,17,19,,19,20,,192,223,225,225,225,0,46.4,,40,,0,1
12/31/2023 18:06:50,01/01/2024 00:06:50,22,24,,24,24,,243,281,283,283,283,0,46.0,,40,,0,0
12/31/2023 19:06:50,01/01/2024 01:06:50,33,36,,36,36,,371,429,432,432,432,0,45.5,,40,,0,0
12/31/2023 20:06:50,01/01/2024 02:06:50,33,36,,36,36,,372,430,432,433,433,0,45.1,,40,,0,0
12/31/2023 21:06:50,01/01/2024 03:06:50,31,33,,34,34,,349,403,405,406,406,0,45.0,,40,,0,0
12/31/2023 22:06:50,01/01/2024 04:06:50,28,31,,31,31,,321,371,373,373,373,0,44.6,,40,,0,0
