Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
UTC,UTC+06:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
12/31/2023 00:18:23,12/31/2023 06:18:23,27,29,,30,30,,124,146,147,147,147,0,41.9,,46,,0,0
12/31/2023 01:18:23,12/31/2023 07:18:23,24,26,,26,27,,109,129,129,129,129,0,41.9,,46,,0,0
12/31/2023 02:18:23,12/31/2023 08:18:23,22,24,,25,25,,101,119,120,120,120,0,41.9,,46,,0,0
12/31/2023 03:18:23,12/31/2023 09:18:23,21,22,,23,23,,94,111,111,111,111,0,42.4,,45,,0,0
12/31/2023 04:18:23,12/31/2023 10:18:23,19,21,,21,21,,86,101,102,102,102,0,43.7,,45,,0,0
12/31/2023 05:18:23,12/31/2023 11:18:23,17,19,,19,19,,78,92,92,93,93,0,44.8,,45,,0,0
12/31/2023 06:18:23,12/31/2023 12:18:23,15,17,,17,17,,69,81,82,82,82,0,46.0,,45,,0,0
12/31/2023 07:18:23,12/31/2023 13:18:23,13,14,,14,14,,58,68,69,69,69,0,46.9,,45,,0,0
12/31/2023 08:18:23,12/31/2023 14:18:23,13,14,,14,14,,57,67,67,67,67,0,47.5,,45,,0,0
12/31/2023 09:18:23,12/31/2023 15:18:23,14,15,,15,16,,63,74,74,74,74,0,47.8,,45,,0,0
12/31/2023 10:18:23,12/31/2023 16:18:23,16,17,,17,18,,70,82,83,83,83,0,48.6,,45,,0,0
12/31/2023 11:18:23,12/31/2023 17:18:23,24,25,,26,26,,104,122,123,123,123,0,48.6,,45,,0,0
12/31/2023 12:18:23,12/31/2023 18:18:23,29,31,,32,32,,126,148,149,149,149,0,47.8,,46,,0,0
12/31/2023 13:18:23,12/31/2023 19:18:23,33,36,,36,37,,147,172,173,173,173,0,47.5,,46,,0,0
12/31/2023 14:18:23,12/31/2023 20:18:23,35,38,,38,39,,155,182,183,183,183,0,47.3,,46,,0,0
12/31/2023 15:18:23,12/31/2023 21:18:23,35,38,,39,39,,157,185,186,186,186,0,46.9,,46,,0,0
12/31/2023 16:18:23,12/31/2023 22:18:23,38,41,,41,42,,168,198,199,199,199,0,46.6,,46,,0,0
12/31/2023 17:18:23,12/31/2023 23:18:23,40,44,,44,45,,180,212,213,213,213,0,46.2,,46,,0,0
12/31/2023 18:18:23,01/01/2024 00:18:23,53,57,,58,58,,239,281,282,283,283,0,45.9,,46,,0,0
12/31/2023 19:18:23,01/01/2024 01:18:23,77,82,,83,83,,346,406,407,407,407,0,45.5,,46,,0,0
12/31/2023 20:18:23,01/01/2024 02:18:23,76,81,,82,82,,343,402,403,403,404,0,45.1,,46,,0,0
12/31/2023 21:18:23,01/01/2024 03:18:23,71,75,,76,76,,320,375,376,376,376,0,44.8,,46,,0,0
12/31/2023 22:18:23,01/01/2024 04:18:23,65,69,,70,70,,293,344,345,345,345,0,44.6,,45,,0,0
12/31/2023 23:18:23,01/01/2024 05:18:23,58,62,,62,63,,261,307,308,308,308,0,44.4,,45,,0,0
01/01/2024 00:18:23,01/01/2024 06:18:23,51,54,,54,55,,230,269,270,270,270,0,44.1,,45,,0,0
01/01/2024 01:18:23,01/01/2024 07:18:23,45,48,,48,48,,204,239,240,240,240,0,43.7,,45,,0,0
01/01/2024 02:18:23,01/01/2024 08:18:23,40,43,,44,44,,184,216,216,217,217,0,43.5,,45,,0,0
01/01/2024 03:18:23,01/01/2024 09:18:23,36,39,,39,39,,165,194,195,195,195,0,43.9,,45,,0,0
01/01/2024 04:18:23,01/01/2024 10:18:23,33,35,,35,36,,149,174,175,175,175,0,45.0,,45,,0,0
01/01/2024 05:18:23,01/01/2024 11:18:23,30,31,,32,32,,132,155,156,156,156,0,46.2,,45,,0,0
01/01/2024 06:18:23,01/01/2024 12:18:23,25,27,,27,27,,113,132,133,133,133,0,47.5,,45,,0,0
01/01/2024 07:18:23,01/01/2024 13:18:23,23,24,,24,24,,100,117,117,117,117,0,48.7,,45,,0,0
01/01/2024 08:18:23,01/01/2024 14:18:23,19,21,,21,21,,85,100,100,100,100,0,49.5,,45,,0,0
01/01/2024 09:18:23,01/01/2024 15:18:23,18,19,,19,19,,79,92,92,92,92,0,50.0,,45,,0,0
01/01/2024 10:18:23,01/01/2024 16:18:23,17,19,,19,19,,77,90,90,90,90,0,50.2,,46,,0,0
