Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
UTC,UTC+06:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
12/31/2023 00:06:03,12/31/2023 06:06:03,11,12,,13,13,,123,143,145,145,145,0,41.7,,49,,0,0
12/31/2023 01:06:03,12/31/2023 07:06:03,10,11,,11,11,,107,125,126,126,126,0,41.7,,49,,0,0
12/31/2023 02:06:03,12/31/2023 08:06:03,9,10,,10,10,,99,115,116,117,117,0,41.9,,49,,0,0
12/31/2023 03:06:03,12/31/2023 09:06:03,8,9,,10,10,,93,108,109,109,109,0,43.3,,48,,0,0
12/31/2023 04:06:03,12/31/2023 10:06:03,8,8,,9,9,,84,97,98,98,98,0,46.8,,45,,0,0
12/31/2023 05:06:03,12/31/2023 11:06:03,7,8,,8,8,,76,88,89,89,89,0,46.4,,46,,0,0
12/31/2023 06:06:03,12/31/2023 12:06:03,6,7,,7,7,,68,79,80,80,80,0,46.4,,48,,0,0
12/31/2023 07:06:03,12/31/2023 13:06:03,5,6,,6,6,,59,68,69,69,69,0,46.9,,48,,0,0
12/31/2023 08:06:03,12/31/2023 14:06:03,5,5,,6,6,,54,63,63,63,63,0,47.7,,48,,0,0
12/31/2023 09:06:03,12/31/2023 15:06:03,6,6,,6,6,,60,70,71,71,71,0,47.8,,48,,0,0
12/31/2023 10:06:03,12/31/2023 16:06:03,6,7,,7,7,,66,76,77,77,77,0,48.2,,49,,0,0
12/31/2023 11:06:03,12/31/2023 17:06:03,9,10,,10,10,,95,110,111,111,111,0,48.2,,49,,0,0
12/31/2023 12:06:03,12/31/2023 18:06:03,11,12,,12,13,,119,138,139,140,140,0,48.2,,49,,0,0
12/31/2023 13:06:03,12/31/2023 19:06:03,13,14,,15,15,,141,164,165,165,165,0,47.8,,49,,0,0
12/31/2023 14:06:03,12/31/2023 20:06:03,14,15,,16,16,,150,174,175,175,176,0,47.3,,49,,0,0
12/31/2023 15:06:03,12/31/2023 21:06:03,14,15,,16,16,,152,176,178,178,178,0,46.9,,49,,0,0
12/31/2023 16:06:03,12/31/2023 22:06:03,15,16,,17,17,,163,189,190,190,190,0,46.6,,49,,0,0
12/31/2023 17:06:03,12/31/2023 23:06:03,16,18,,18,18,,177,205,206,207,207,0,46.2,,49,,0,0
12/31/2023 18:06:03,01/01/2024 00:06:03,20,22,,22,22,,219,253,255,255,255,0,45.9,,49,,0,0
12/31/2023 19:06:03,01/01/2024 01:06:03,31,33,,33,33,,340,392,393,393,393,0,45.5,,49,,0,0
12/31/2023 20:06:03,01/01/2024 02:06:03,31,33,,33,33,,344,397,398,399,399,0,45.1,,49,,0,0
12/31/2023 21:06:03,01/01/2024 03:06:03,29,31,,31,31,,323,372,374,374,374,0,44.8,,49,,0,0
12/31/2023 22:06:03,01/01/2024 04:06:03,27,28,,29,29,,296,342,343,343,343,0,44.6,,49,,0,0
12/31/2023 23:06:03,01/01/2024 05:06:03,24,25,,26,26,,264,305,306,306,306,0,44.4,,48,,0,0
01/01/2024 00:06:03,01/01/2024 06:06:03,21,22,,22,23,,233,268,269,270,270,0,44.1,,48,,0,0
01/01/2024 01:06:03,01/01/2024 07:06:03,19,20,,20,20,,208,239,240,241,241,0,43.7,,48,,0,0
01/01/2024 02:06:03,01/01/2024 08:06:03,17,18,,18,18,,185,214,215,215,215,0,43.5,,48,,0,0
01/01/2024 03:06:03,01/01/2024 09:06:03,15,16,,16,16,,167,192,193,193,193,0,44.8,,47,,0,0
01/01/2024 04:06:03,01/01/2024 10:06:03,14,15,,15,15,,150,173,174,174,174,0,48.6,,45,,0,0
01/01/2024 05:06:03,01/01/2024 11:06:03,12,13,,13,13,,132,152,152,152,152,0,48.2,,46,,0,0
01/01/2024 06:06:03,01/01/2024 12:06:03,11,11,,11,11,,115,133,133,133,133,0,47.8,,48,,0,0
01/01/2024 07:06:03,01/01/2024 13:06:03,9,10,,10,10,,100,116,116,116,116,0,48.7,,48,,0,0
01/01/2024 08:06:03,01/01/2024 14:06:03,8,9,,9,9,,88,101,102,102,102,0,49.8,,48,,0,0
01/01/2024 09:06:03,01/01/2024 15:06:03,7,8,,8,8,,78,90,91,91,91,0,50.4,,48,,0,0
01/01/2024 10:06:03,01/01/2024 16:06:03,7,8,,8,8,,77,89,90,90,90,0,50.0,,49,,0,0
01/01/2024 11:06:03,01/01/2024 17:06:03,7,7,,7,8,,75,86,86,86,87,0,50.0,,49,,0,0
01/01/2024 12:06:03,01/01/2024 18:06:03,7,8,,8,8,,79,91,91,91,91,0,49.8,,49,,0,0
01/01/2024 13:06:03,01/01/2024 19:06:03,9,9,,9,9,,93,108,108,108,108,0,49.5,,49,,0,0
