Timestamp,PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
2024-02-04 11:00:00,2.8,2.9454545454545453,,2.9454545454545453,2.963636363636364,,34.03636363636364,39.56363636363636,39.72727272727273,39.78181818181818,39.78181818181818,0.0,-2.8945454545454545,,73.8,,0.0,1.5636363636363637
2024-02-04 12:00:00,3.0,3.0166666666666666,,3.0166666666666666,3.066666666666667,,38.18333333333333,44.35,44.5,44.56666666666667,44.61666666666667,0.0,-3.7550000000000003,,73.48333333333333,,0.0,0.08333333333333333
2024-02-04 13:00:00,3.433333333333333,3.55,,3.65,3.683333333333333,,43.31666666666667,50.43333333333333,50.86666666666667,50.983333333333334,51.0,0.0,-4.725,,76.31666666666666,,0.0,0.0
2024-02-04 14:00:00,3.0,3.316666666666667,,3.45,3.5,,39.983333333333334,46.583333333333336,47.03333333333333,47.1,47.1,0.0,-4.575,,75.61666666666666,,0.0,0.0
2024-02-04 15:00:00,3.95,4.516666666666667,,4.683333333333334,4.733333333333333,,52.63333333333333,61.5,62.15,62.233333333333334,62.233333333333334,0.0,-5.145,,75.21666666666667,,0.0,0.0
2024-02-04 16:00:00,3.7333333333333334,4.283333333333333,,4.383333333333334,4.483333333333333,,49.7,57.93333333333333,58.483333333333334,58.6,58.63333333333333,0.0,-5.285,,73.58333333333333,,0.0,0.0
2024-02-04 17:00:00,5.433333333333334,6.35,,6.8,7.0,,70.5,83.25,84.65,84.88333333333334,84.88333333333334,0.0,-5.505,,75.43333333333334,,0.0,0.0
2024-02-04 18:00:00,4.533333333333333,5.083333333333333,,5.25,5.5,,58.06666666666667,68.13333333333334,69.0,69.1,69.11666666666666,0.0,-4.364999999999999,,74.7,,0.0,0.0
2024-02-04 19:00:00,4.216666666666667,4.6,,4.833333333333333,5.05,,52.9,62.18333333333333,62.9,62.983333333333334,63.016666666666666,0.0,-4.168333333333333,,72.7,,0.0,0.0
2024-02-04 20:00:00,5.083333333333333,5.816666666666666,,6.05,6.25,,65.03333333333333,76.51666666666667,77.51666666666667,77.58333333333333,77.6,0.0,-4.031666666666667,,73.4,,0.0,0.0
2024-02-04 21:00:00,5.516666666666667,6.3,,6.666666666666667,6.833333333333333,,69.65,82.08333333333333,83.18333333333334,83.38333333333334,83.4,0.0,-4.031666666666667,,74.98333333333333,,0.0,0.0
2024-02-04 22:00:00,7.416666666666667,9.283333333333333,,10.55,11.233333333333333,,89.8,108.83333333333333,112.05,112.53333333333333,112.63333333333334,0.0,-3.966666666666667,,76.06666666666666,,0.0,0.0
2024-02-04 23:00:00,5.35,6.6,,7.266666666666667,7.616666666666666,,65.51666666666667,78.78333333333333,80.71666666666667,80.95,81.05,0.0,-3.6283333333333334,,77.55,,0.0,0.0
2024-02-05 00:00:00,4.883333333333334,5.6,,5.95,6.083333333333333,,60.38333333333333,71.45,72.61666666666666,72.71666666666667,72.76666666666667,0.0,-3.3066666666666666,,81.28333333333333,,0.0,0.0
2024-02-05 01:00:00,5.05,5.766666666666667,,6.2,6.416666666666667,,62.43333333333333,73.85,75.1,75.25,75.28333333333333,0.0,-2.7183333333333333,,79.95,,0.0,0.0
2024-02-05 02:00:00,3.716666666666667,4.116666666666666,,4.433333333333334,4.466666666666667,,46.416666666666664,54.516666666666666,55.233333333333334,55.333333333333336,55.35,0.0,-2.51,,82.33333333333333,,0.0,0.0
2024-02-05 03:00:00,3.066666666666667,3.5,,3.683333333333333,3.8,,40.3,46.93333333333333,47.38333333333333,47.43333333333333,47.45,0.0,-1.9100000000000001,,84.23333333333333,,0.0,0.0
2024-02-05 04:00:00,4.333333333333333,4.916666666666667,,5.166666666666667,5.216666666666667,,54.516666666666666,63.86666666666667,64.48333333333333,64.58333333333333,64.63333333333334,0.0,-1.2716666666666667,,82.33333333333333,,0.0,0.0
2024-02-05 05:00:00,6.25,7.0,,7.416666666666667,7.666666666666667,,76.6,90.06666666666666,91.23333333333333,91.33333333333333,91.38333333333334,0.0,-0.8716666666666667,,78.73333333333333,,0.0,0.0
2024-02-05 06:00:00,8.616666666666667,10.266666666666667,,11.233333333333333,11.616666666666667,,102.31666666666666,122.06666666666666,124.61666666666666,124.96666666666667,124.98333333333333,0.0,-0.021666666666666667,,74.35,,0.0,0.0
2024-02-05 07:00:00,8.516666666666667,10.266666666666667,,11.25,11.733333333333333,,101.63333333333334,121.55,124.15,124.65,124.7,0.0,-0.09666666666666666,,72.85,,0.0,0.0
2024-02-05 08:00:00,7.166666666666667,8.483333333333333,,9.233333333333333,9.633333333333333,,85.18333333333334,101.66666666666667,103.83333333333333,104.01666666666667,104.06666666666666,0.0,-0.6633333333333333,,75.13333333333334,,0.0,0.0
2024-02-05 09:00:00,6.833333333333333,8.116666666666667,,8.85,9.266666666666667,,82.13333333333334,97.91666666666667,99.88333333333334,100.21666666666667,100.3,0.0,-0.8816666666666666,,75.88333333333334,,0.0,0.0
2024-02-05 10:00:00,9.033333333333333,10.966666666666667,,12.1,12.7,,107.21666666666667,128.5,131.5,132.06666666666666,132.15,0.0,-0.38333333333333336,,73.05,,0.0,0.0
2024-02-05 11:00:00,11.45,13.75,,15.2,15.816666666666666,,136.23333333333332,163.18333333333334,166.91666666666666,167.36666666666667,167.51666666666668,0.0,-1.1283333333333334,,73.35,,0.0,0.0
