Timestamp (Local),PM 1.0,PM 2.5,PM 4.0,PM 10
2023-12-31 06:00:00,11.55,12.600000000000001,12.72,12.72
2023-12-31 07:00:00,10.5,11.55,11.66,11.66
2023-12-31 08:00:00,9.450000000000001,10.5,10.600000000000001,10.600000000000001
2023-12-31 09:00:00,8.4,9.450000000000001,9.540000000000001,9.540000000000001
2023-12-31 10:00:00,8.4,8.4,9.540000000000001,9.540000000000001
2023-12-31 11:00:00,7.3500000000000005,8.4,8.48,8.48
2023-12-31 12:00:00,6.300000000000001,7.3500000000000005,7.42,7.42
2023-12-31 13:00:00,5.25,6.300000000000001,6.36,6.36
2023-12-31 14:00:00,5.25,6.300000000000001,6.36,6.36
2023-12-31 15:00:00,6.300000000000001,6.300000000000001,6.36,6.36
2023-12-31 16:00:00,6.300000000000001,7.3500000000000005,7.42,7.42
2023-12-31 17:00:00,9.450000000000001,10.5,10.600000000000001,10.600000000000001
2023-12-31 18:00:00,11.55,12.600000000000001,12.72,13.780000000000001
2023-12-31 19:00:00,13.65,15.75,15.9,15.9
2023-12-31 20:00:00,14.700000000000001,15.75,15.9,16.96
2023-12-31 21:00:00,14.700000000000001,15.75,16.96,16.96
2023-12-31 22:00:00,15.75,17.85,18.02,18.02
2023-12-31 23:00:00,16.8,18.900000000000002,19.080000000000002,19.080000000000002
2024-01-01 00:00:00,23.1,24.150000000000002,24.380000000000003,24.380000000000003
2024-01-01 01:00:00,32.550000000000004,34.65,36.04,36.04
2024-01-01 02:00:00,32.550000000000004,34.65,34.980000000000004,34.980000000000004
2024-01-01 03:00:00,30.450000000000003,32.550000000000004,32.86,32.86
2024-01-01 04:00:00,28.35,29.400000000000002,29.68,29.68
2024-01-01 05:00:00,25.200000000000003,26.25,26.5,26.5
2024-01-01 06:00:00,22.05,23.1,23.32,23.32
2024-01-01 07:00:00,18.900000000000002,21.0,21.200000000000003,21.200000000000003
2024-01-01 08:00:00,17.85,18.900000000000002,19.080000000000002,19.080000000000002
2024-01-01 09:00:00,15.75,16.8,16.96,16.96
2024-01-01 10:00:00,14.700000000000001,15.75,15.9,15.9
2024-01-01 11:00:00,12.600000000000001,13.65,13.780000000000001,13.780000000000001
2024-01-01 12:00:00,10.5,11.55,11.66,11.66
2024-01-01 13:00:00,9.450000000000001,10.5,10.600000000000001,10.600000000000001
2024-01-01 14:00:00,8.4,9.450000000000001,9.540000000000001,9.540000000000001
2024-01-01 15:00:00,7.3500000000000005,8.4,8.48,8.48
2024-01-01 16:00:00,7.3500000000000005,8.4,8.48,8.48
2024-01-01 17:00:00,7.3500000000000005,7.3500000000000005,7.42,7.42
2024-01-01 18:00:00,8.4,8.4,8.48,8.48
2024-01-01 19:00:00,9.450000000000001,10.5,10.600000000000001,10.600000000000001
2024-01-01 20:00:00,10.5,10.5,10.600000000000001,11.66
2024-01-01 21:00:00,9.450000000000001,10.5,10.600000000000001,10.600000000000001
2024-01-01 22:00:00,9.450000000000001,9.450000000000001,10.600000000000001,10.600000000000001
2024-01-01 23:00:00,8.4,9.450000000000001,9.540000000000001,9.540000000000001
2024-01-02 00:00:00,8.4,8.4,8.48,8.48
2024-01-02 01:00:00,7.3500000000000005,8.4,8.48,8.48
2024-01-02 02:00:00,7.3500000000000005,7.3500000000000005,7.42,7.42
2024-01-02 03:00:00,6.300000000000001,7.3500000000000005,7.42,7.42
2024-01-02 04:00:00,6.300000000000001,6.300000000000001,6.36,6.36
2024-01-02 05:00:00,5.25,6.300000000000001,6.36,6.36
2024-01-02 06:00:00,5.25,5.25,5.300000000000001,5.300000000000001
2024-01-02 07:00:00,5.25,5.25,5.300000000000001,5.300000000000001
2024-01-02 08:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-02 09:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-02 10:00:00,5.25,5.25,5.300000000000001,5.300000000000001
2024-01-02 11:00:00,5.25,6.300000000000001,6.36,6.36
2024-01-02 12:00:00,6.300000000000001,6.300000000000001,6.36,6.36
2024-01-02 13:00:00,6.300000000000001,7.3500000000000005,7.42,7.42
2024-01-02 14:00:00,11.55,12.600000000000001,12.72,13.780000000000001
2024-01-02 15:00:00,15.75,17.85,18.02,18.02
2024-01-02 16:00:00,15.75,17.85,18.02,18.02
2024-01-02 17:00:00,16.8,17.85,18.02,18.02
2024-01-02 18:00:00,17.85,18.900000000000002,19.080000000000002,19.080000000000002
2024-01-02 19:00:00,18.900000000000002,21.0,21.200000000000003,21.200000000000003
2024-01-02 20:00:00,22.05,24.150000000000002,25.44,25.44
2024-01-02 21:00:00,25.200000000000003,26.25,27.560000000000002,27.560000000000002
2024-01-02 22:00:00,25.200000000000003,27.3,28.62,28.62
2024-01-02 23:00:00,24.150000000000002,26.25,26.5,27.560000000000002
2024-01-03 00:00:00,24.150000000000002,26.25,26.5,26.5
2024-01-03 01:00:00,24.150000000000002,26.25,27.560000000000002,27.560000000000002
2024-01-03 02:00:00,25.200000000000003,27.3,27.560000000000002,28.62
2024-01-03 03:00:00,25.200000000000003,27.3,28.62,28.62
2024-01-03 04:00:00,24.150000000000002,26.25,27.560000000000002,27.560000000000002
2024-01-03 05:00:00,23.1,25.200000000000003,25.44,25.44
2024-01-03 06:00:00,22.05,23.1,24.380000000000003,24.380000000000003
2024-01-03 07:00:00,19.95,22.05,22.26,22.26
2024-01-03 08:00:00,19.95,21.0,21.200000000000003,21.200000000000003
2024-01-03 09:00:00,18.900000000000002,19.95,20.14,21.200000000000003
2024-01-03 10:00:00,18.900000000000002,19.95,20.14,21.200000000000003
2024-01-03 11:00:00,18.900000000000002,19.95,21.200000000000003,21.200000000000003
2024-01-03 12:00:00,18.900000000000002,19.95,21.200000000000003,21.200000000000003
2024-01-03 13:00:00,19.95,21.0,22.26,22.26
2024-01-03 14:00:00,19.95,22.05,22.26,22.26
2024-01-03 15:00:00,26.25,28.35,28.62,29.68
2024-01-03 16:00:00,32.550000000000004,34.65,36.04,36.04
2024-01-03 17:00:00,36.75,39.9,41.34,41.34
2024-01-03 18:00:00,44.1,48.300000000000004,49.82,49.82
2024-01-03 19:00:00,51.45,55.650000000000006,57.24,57.24
2024-01-03 20:00:00,53.550000000000004,57.75,59.36,60.42
2024-01-03 21:00:00,50.400000000000006,54.6,57.24,57.24
2024-01-03 22:00:00,46.2,50.400000000000006,51.940000000000005,51.940000000000005
2024-01-03 23:00:00,42.0,46.2,47.7,47.7
2024-01-04 00:00:00,38.85,42.0,43.46,43.46
2024-01-04 01:00:00,34.65,37.800000000000004,39.22,39.22
2024-01-04 02:00:00,31.5,33.6,34.980000000000004,34.980000000000004
2024-01-04 03:00:00,27.3,29.400000000000002,30.740000000000002,30.740000000000002
2024-01-04 04:00:00,24.150000000000002,26.25,26.5,26.5
2024-01-04 05:00:00,21.0,23.1,23.32,23.32
2024-01-04 06:00:00,18.900000000000002,19.95,21.200000000000003,21.200000000000003
2024-01-04 07:00:00,16.8,18.900000000000002,19.080000000000002,19.080000000000002
2024-01-04 08:00:00,15.75,17.85,18.02,18.02
2024-01-04 09:00:00,14.700000000000001,15.75,16.96,16.96
2024-01-04 10:00:00,14.700000000000001,15.75,15.9,15.9
2024-01-04 11:00:00,13.65,14.700000000000001,14.84,14.84
2024-01-04 12:00:00,11.55,12.600000000000001,12.72,12.72
2024-01-04 13:00:00,10.5,10.5,11.66,11.66
2024-01-04 14:00:00,9.450000000000001,9.450000000000001,10.600000000000001,10.600000000000001
2024-01-04 15:00:00,8.4,9.450000000000001,9.540000000000001,9.540000000000001
2024-01-04 16:00:00,8.4,8.4,8.48,8.48
2024-01-04 17:00:00,8.4,8.4,8.48,8.48
2024-01-04 18:00:00,7.3500000000000005,7.3500000000000005,7.42,7.42
2024-01-04 19:00:00,6.300000000000001,6.300000000000001,6.36,6.36
2024-01-04 20:00:00,5.25,6.300000000000001,6.36,6.36
2024-01-04 21:00:00,5.25,5.25,5.300000000000001,5.300000000000001
2024-01-04 22:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-04 23:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-05 00:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-05 01:00:00,4.2,4.2,5.300000000000001,5.300000000000001
2024-01-05 02:00:00,4.2,4.2,4.24,4.24
2024-01-05 03:00:00,4.2,4.2,4.24,4.24
2024-01-05 04:00:00,4.2,4.2,4.24,4.24
2024-01-05 05:00:00,3.1500000000000004,4.2,4.24,4.24
2024-01-05 06:00:00,3.1500000000000004,4.2,4.24,4.24
2024-01-05 07:00:00,3.1500000000000004,4.2,4.24,4.24
2024-01-05 08:00:00,3.1500000000000004,4.2,4.24,4.24
2024-01-05 09:00:00,4.2,4.2,4.24,4.24
2024-01-05 10:00:00,4.2,5.25,5.300000000000001,5.300000000000001
2024-01-05 11:00:00,5.25,6.300000000000001,6.36,6.36
