Timestamp (Local),PM 1.0,PM 2.5,PM 4.0,PM 10
2023-12-31 06:00:00,10.799999999999999,12.979999999999999,12.76,13.919999999999998
2023-12-31 07:00:00,9.6,10.62,11.6,11.6
2023-12-31 08:00:00,9.6,10.62,10.44,10.44
2023-12-31 09:00:00,8.4,9.44,9.28,10.44
2023-12-31 10:00:00,8.4,9.44,9.28,9.28
2023-12-31 11:00:00,7.199999999999999,8.26,8.12,8.12
2023-12-31 12:00:00,6.0,7.08,6.959999999999999,6.959999999999999
2023-12-31 13:00:00,6.0,5.8999999999999995,5.8,6.959999999999999
2023-12-31 14:00:00,6.0,5.8999999999999995,5.8,5.8
2023-12-31 15:00:00,6.0,7.08,6.959999999999999,6.959999999999999
2023-12-31 16:00:00,7.199999999999999,7.08,8.12,8.12
2023-12-31 17:00:00,9.6,10.62,10.44,10.44
2023-12-31 18:00:00,12.0,12.979999999999999,13.919999999999998,13.919999999999998
2023-12-31 19:00:00,13.2,15.34,15.079999999999998,15.079999999999998
2023-12-31 20:00:00,14.399999999999999,16.52,16.24,16.24
2023-12-31 21:00:00,14.399999999999999,16.52,16.24,16.24
2023-12-31 22:00:00,15.6,16.52,17.4,17.4
2023-12-31 23:00:00,16.8,18.88,18.56,19.72
2024-01-01 00:00:00,21.599999999999998,23.599999999999998,23.2,24.36
2024-01-01 01:00:00,32.4,34.22,34.8,34.8
2024-01-01 02:00:00,33.6,35.4,34.8,34.8
2024-01-01 03:00:00,30.0,31.86,32.48,32.48
2024-01-01 04:00:00,28.799999999999997,29.5,30.159999999999997,30.159999999999997
2024-01-01 05:00:00,25.2,27.139999999999997,26.68,26.68
2024-01-01 06:00:00,21.599999999999998,23.599999999999998,23.2,23.2
2024-01-01 07:00:00,19.2,20.06,20.88,20.88
2024-01-01 08:00:00,16.8,18.88,18.56,18.56
2024-01-01 09:00:00,15.6,16.52,16.24,16.24
2024-01-01 10:00:00,14.399999999999999,15.34,15.079999999999998,15.079999999999998
2024-01-01 11:00:00,13.2,14.16,13.919999999999998,13.919999999999998
2024-01-01 12:00:00,10.799999999999999,11.799999999999999,11.6,11.6
2024-01-01 13:00:00,9.6,10.62,10.44,10.44
2024-01-01 14:00:00,8.4,9.44,9.28,9.28
2024-01-01 15:00:00,8.4,8.26,8.12,8.12
2024-01-01 16:00:00,7.199999999999999,8.26,8.12,8.12
2024-01-01 17:00:00,7.199999999999999,8.26,8.12,8.12
2024-01-01 18:00:00,8.4,8.26,8.12,8.12
2024-01-01 19:00:00,9.6,9.44,10.44,10.44
2024-01-01 20:00:00,9.6,10.62,10.44,10.44
2024-01-01 21:00:00,9.6,10.62,10.44,10.44
2024-01-01 22:00:00,9.6,9.44,10.44,10.44
2024-01-01 23:00:00,8.4,9.44,9.28,9.28
2024-01-02 00:00:00,8.4,8.26,8.12,9.28
2024-01-02 01:00:00,7.199999999999999,8.26,8.12,8.12
2024-01-02 02:00:00,7.199999999999999,7.08,8.12,8.12
2024-01-02 03:00:00,7.199999999999999,7.08,6.959999999999999,6.959999999999999
2024-01-02 04:00:00,6.0,7.08,6.959999999999999,6.959999999999999
2024-01-02 05:00:00,6.0,5.8999999999999995,5.8,5.8
2024-01-02 06:00:00,4.8,5.8999999999999995,5.8,5.8
2024-01-02 07:00:00,4.8,5.8999999999999995,5.8,5.8
2024-01-02 08:00:00,4.8,4.72,4.64,5.8
2024-01-02 09:00:00,4.8,4.72,4.64,4.64
2024-01-02 10:00:00,4.8,5.8999999999999995,5.8,5.8
2024-01-02 11:00:00,6.0,5.8999999999999995,5.8,5.8
