Timestamp (Local),PM 1.0,PM 2.5,PM 4.0,PM 10
2023-12-31 06:00:00,12.93,12.96,13.049999999999999,13.11
2023-12-31 07:00:00,8.62,8.64,13.049999999999999,13.11
2023-12-31 08:00:00,8.62,8.64,8.7,8.74
2023-12-31 09:00:00,8.62,8.64,8.7,8.74
2023-12-31 10:00:00,8.62,8.64,8.7,8.74
2023-12-31 11:00:00,8.62,8.64,8.7,8.74
2023-12-31 12:00:00,8.62,8.64,8.7,8.74
2023-12-31 13:00:00,8.62,8.64,8.7,8.74
2023-12-31 14:00:00,4.31,8.64,8.7,8.74
2023-12-31 15:00:00,8.62,8.64,8.7,8.74
2023-12-31 16:00:00,8.62,8.64,8.7,8.74
2023-12-31 17:00:00,8.62,12.96,13.049999999999999,13.11
2023-12-31 18:00:00,12.93,12.96,13.049999999999999,13.11
2023-12-31 19:00:00,12.93,12.96,17.4,17.48
2023-12-31 20:00:00,17.24,17.28,17.4,17.48
2023-12-31 21:00:00,12.93,17.28,17.4,17.48
2023-12-31 22:00:00,12.93,17.28,17.4,17.48
2023-12-31 23:00:00,17.24,17.28,17.4,17.48
2024-01-01 00:00:00,17.24,21.6,21.75,21.85
2024-01-01 01:00:00,30.169999999999998,30.240000000000002,30.449999999999996,34.96
2024-01-01 02:00:00,30.169999999999998,34.56,34.8,34.96
2024-01-01 03:00:00,30.169999999999998,30.240000000000002,30.449999999999996,30.59
2024-01-01 04:00:00,25.86,30.240000000000002,30.449999999999996,30.59
2024-01-01 05:00:00,25.86,25.92,26.099999999999998,26.22
2024-01-01 06:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-01 07:00:00,17.24,21.6,21.75,21.85
2024-01-01 08:00:00,17.24,17.28,17.4,17.48
2024-01-01 09:00:00,12.93,17.28,17.4,17.48
2024-01-01 10:00:00,17.24,17.28,17.4,17.48
2024-01-01 11:00:00,17.24,17.28,17.4,17.48
2024-01-01 12:00:00,12.93,12.96,13.049999999999999,13.11
2024-01-01 13:00:00,12.93,12.96,13.049999999999999,13.11
2024-01-01 14:00:00,8.62,8.64,8.7,8.74
2024-01-01 15:00:00,8.62,8.64,8.7,8.74
2024-01-01 16:00:00,8.62,8.64,8.7,8.74
2024-01-01 17:00:00,8.62,8.64,8.7,8.74
2024-01-01 18:00:00,8.62,8.64,8.7,8.74
2024-01-01 19:00:00,8.62,8.64,8.7,8.74
2024-01-01 20:00:00,8.62,8.64,13.049999999999999,13.11
2024-01-01 21:00:00,8.62,8.64,8.7,8.74
2024-01-01 22:00:00,8.62,8.64,8.7,8.74
2024-01-01 23:00:00,8.62,8.64,8.7,8.74
2024-01-02 00:00:00,8.62,8.64,8.7,8.74
2024-01-02 01:00:00,8.62,8.64,8.7,8.74
2024-01-02 02:00:00,8.62,8.64,8.7,8.74
2024-01-02 03:00:00,8.62,8.64,8.7,8.74
2024-01-02 04:00:00,4.31,4.32,4.35,4.37
2024-01-02 05:00:00,4.31,4.32,4.35,4.37
2024-01-02 06:00:00,4.31,4.32,4.35,4.37
2024-01-02 07:00:00,4.31,4.32,4.35,4.37
2024-01-02 08:00:00,4.31,4.32,4.35,4.37
2024-01-02 09:00:00,4.31,4.32,4.35,4.37
2024-01-02 10:00:00,4.31,4.32,4.35,4.37
2024-01-02 11:00:00,4.31,4.32,8.7,8.74
2024-01-02 12:00:00,8.62,8.64,8.7,8.74
2024-01-02 13:00:00,8.62,8.64,8.7,8.74
2024-01-02 14:00:00,12.93,12.96,13.049999999999999,13.11
2024-01-02 15:00:00,17.24,17.28,21.75,21.85
2024-01-02 16:00:00,17.24,17.28,17.4,17.48
2024-01-02 17:00:00,17.24,17.28,17.4,17.48
2024-01-02 18:00:00,17.24,17.28,17.4,17.48
2024-01-02 19:00:00,17.24,21.6,21.75,21.85
2024-01-02 20:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-02 21:00:00,25.86,25.92,26.099999999999998,26.22
2024-01-02 22:00:00,21.549999999999997,25.92,26.099999999999998,26.22
2024-01-02 23:00:00,21.549999999999997,25.92,26.099999999999998,26.22
2024-01-03 00:00:00,21.549999999999997,21.6,21.75,26.22
2024-01-03 01:00:00,21.549999999999997,25.92,26.099999999999998,26.22
2024-01-03 02:00:00,21.549999999999997,25.92,26.099999999999998,26.22
2024-01-03 03:00:00,21.549999999999997,25.92,26.099999999999998,26.22
2024-01-03 04:00:00,21.549999999999997,21.6,26.099999999999998,26.22
2024-01-03 05:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-03 06:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-03 07:00:00,17.24,21.6,21.75,21.85
2024-01-03 08:00:00,17.24,17.28,17.4,17.48
2024-01-03 09:00:00,17.24,17.28,17.4,17.48
2024-01-03 10:00:00,17.24,17.28,17.4,17.48
2024-01-03 11:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-03 12:00:00,21.549999999999997,21.6,21.75,21.85
2024-01-03 13:00:00,21.549999999999997,21.6,21.75,21.85
