Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Astana,PM2.5 - Principal,2024-01-01 01:00 AM,2024,01,01,01,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 02:00 AM,2024,01,01,02,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 03:00 AM,2024,01,01,03,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 04:00 AM,2024,01,01,04,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 05:00 AM,2024,01,01,05,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 06:00 AM,2024,01,01,06,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 07:00 AM,2024,01,01,07,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 08:00 AM,2024,01,01,08,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 09:00 AM,2024,01,01,09,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 10:00 AM,2024,01,01,10,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 11:00 AM,2024,01,01,11,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 12:00 PM,2024,01,01,12,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 01:00 PM,2024,01,01,13,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 02:00 PM,2024,01,01,14,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 03:00 PM,2024,01,01,15,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 04:00 PM,2024,01,01,16,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 05:00 PM,2024,01,01,17,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 06:00 PM,2024,01,01,18,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 07:00 PM,2024,01,01,19,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 08:00 PM,2024,01,01,20,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 09:00 PM,2024,01,01,21,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 10:00 PM,2024,01,01,22,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-01 11:00 PM,2024,01,01,23,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 12:00 AM,2024,01,02,00,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 01:00 AM,2024,01,02,01,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 02:00 AM,2024,01,02,02,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 03:00 AM,2024,01,02,03,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 04:00 AM,2024,01,02,04,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 05:00 AM,2024,01,02,05,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 06:00 AM,2024,01,02,06,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 07:00 AM,2024,01,02,07,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 08:00 AM,2024,01,02,08,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 09:00 AM,2024,01,02,09,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 10:00 AM,2024,01,02,10,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 11:00 AM,2024,01,02,11,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 12:00 PM,2024,01,02,12,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 01:00 PM,2024,01,02,13,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 02:00 PM,2024,01,02,14,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 03:00 PM,2024,01,02,15,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 04:00 PM,2024,01,02,16,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 05:00 PM,2024,01,02,17,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 06:00 PM,2024,01,02,18,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 07:00 PM,2024,01,02,19,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 08:00 PM,2024,01,02,20,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 09:00 PM,2024,01,02,21,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 10:00 PM,2024,01,02,22,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-02 11:00 PM,2024,01,02,23,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 12:00 AM,2024,01,03,00,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 01:00 AM,2024,01,03,01,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 02:00 AM,2024,01,03,02,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 03:00 AM,2024,01,03,03,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 04:00 AM,2024,01,03,04,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 05:00 AM,2024,01,03,05,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 06:00 AM,2024,01,03,06,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 07:00 AM,2024,01,03,07,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 08:00 AM,2024,01,03,08,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 09:00 AM,2024,01,03,09,3.0,13,Good,3.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-03 10:00 AM,2024,01,03,10,3.0,13,Good,-999.0,UG/M3,1 Hr,Missing
Astana,PM2.5 - Principal,2024-01-04 01:00 AM,2024,01,04,01,-999.0,-999,N/A,26.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 02:00 AM,2024,01,04,02,28.1,85,Moderate,30.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 03:00 AM,2024,01,04,03,23.8,76,Moderate,19.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 04:00 AM,2024,01,04,04,17.7,63,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 05:00 AM,2024,01,04,05,14.2,55,Moderate,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 06:00 AM,2024,01,04,06,13.1,53,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 07:00 AM,2024,01,04,07,12.5,52,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 08:00 AM,2024,01,04,08,10.7,45,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 09:00 AM,2024,01,04,09,10.8,45,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 10:00 AM,2024,01,04,10,9.9,41,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 11:00 AM,2024,01,04,11,9.4,39,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 12:00 PM,2024,01,04,12,9.2,38,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 01:00 PM,2024,01,04,13,8.6,36,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 02:00 PM,2024,01,04,14,9.3,39,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 03:00 PM,2024,01,04,15,10.7,45,Good,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 04:00 PM,2024,01,04,16,15.0,57,Moderate,19.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 05:00 PM,2024,01,04,17,13.5,54,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 06:00 PM,2024,01,04,18,12.7,52,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 07:00 PM,2024,01,04,19,12.3,51,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 08:00 PM,2024,01,04,20,12.6,52,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 09:00 PM,2024,01,04,21,12.3,51,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 10:00 PM,2024,01,04,22,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-04 11:00 PM,2024,01,04,23,9.5,40,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 12:00 AM,2024,01,05,00,7.7,32,Good,6.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 01:00 AM,2024,01,05,01,8.8,37,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 02:00 AM,2024,01,05,02,9.4,39,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 03:00 AM,2024,01,05,03,10.7,45,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 04:00 AM,2024,01,05,04,10.8,45,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 05:00 AM,2024,01,05,05,10.9,45,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 06:00 AM,2024,01,05,06,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 07:00 AM,2024,01,05,07,13.2,53,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 08:00 AM,2024,01,05,08,15.1,57,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 09:00 AM,2024,01,05,09,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 10:00 AM,2024,01,05,10,18.0,63,Moderate,22.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 11:00 AM,2024,01,05,11,19.5,67,Moderate,21.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 12:00 PM,2024,01,05,12,20.2,68,Moderate,21.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 01:00 PM,2024,01,05,13,21.1,70,Moderate,22.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 02:00 PM,2024,01,05,14,18.0,63,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 03:00 PM,2024,01,05,15,17.5,62,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 04:00 PM,2024,01,05,16,16.2,60,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 05:00 PM,2024,01,05,17,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 06:00 PM,2024,01,05,18,13.8,55,Moderate,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 07:00 PM,2024,01,05,19,12.9,53,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 08:00 PM,2024,01,05,20,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 09:00 PM,2024,01,05,21,11.9,50,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 10:00 PM,2024,01,05,22,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-05 11:00 PM,2024,01,05,23,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 12:00 AM,2024,01,06,00,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 01:00 AM,2024,01,06,01,9.7,40,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 02:00 AM,2024,01,06,02,9.3,39,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 03:00 AM,2024,01,06,03,10.1,42,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 04:00 AM,2024,01,06,04,10.0,42,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 05:00 AM,2024,01,06,05,11.0,46,Good,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 06:00 AM,2024,01,06,06,11.3,47,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 07:00 AM,2024,01,06,07,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 08:00 AM,2024,01,06,08,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 09:00 AM,2024,01,06,09,11.0,46,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 10:00 AM,2024,01,06,10,12.0,50,Good,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 11:00 AM,2024,01,06,11,13.9,55,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 12:00 PM,2024,01,06,12,13.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 01:00 PM,2024,01,06,13,12.1,51,Moderate,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 02:00 PM,2024,01,06,14,12.1,51,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 03:00 PM,2024,01,06,15,14.7,56,Moderate,18.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 04:00 PM,2024,01,06,16,16.1,59,Moderate,18.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 05:00 PM,2024,01,06,17,16.1,59,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 06:00 PM,2024,01,06,18,14.2,55,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 07:00 PM,2024,01,06,19,15.4,58,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 08:00 PM,2024,01,06,20,16.6,60,Moderate,18.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 09:00 PM,2024,01,06,21,15.4,58,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 10:00 PM,2024,01,06,22,14.1,55,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-06 11:00 PM,2024,01,06,23,16.1,59,Moderate,19.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 12:00 AM,2024,01,07,00,16.0,59,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 01:00 AM,2024,01,07,01,17.6,63,Moderate,20.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 02:00 AM,2024,01,07,02,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 03:00 AM,2024,01,07,03,14.9,57,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 04:00 AM,2024,01,07,04,11.7,49,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 05:00 AM,2024,01,07,05,11.8,49,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 06:00 AM,2024,01,07,06,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 07:00 AM,2024,01,07,07,12.7,52,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 08:00 AM,2024,01,07,08,12.8,52,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 09:00 AM,2024,01,07,09,13.9,55,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 10:00 AM,2024,01,07,10,15.4,58,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 11:00 AM,2024,01,07,11,13.7,54,Moderate,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 12:00 PM,2024,01,07,12,12.3,51,Moderate,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 01:00 PM,2024,01,07,13,11.7,49,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 02:00 PM,2024,01,07,14,12.8,52,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 03:00 PM,2024,01,07,15,13.3,54,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 04:00 PM,2024,01,07,16,11.9,50,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 05:00 PM,2024,01,07,17,9.8,41,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 06:00 PM,2024,01,07,18,11.9,50,Good,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 07:00 PM,2024,01,07,19,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 08:00 PM,2024,01,07,20,10.9,45,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 09:00 PM,2024,01,07,21,12.4,52,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 10:00 PM,2024,01,07,22,11.3,47,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-07 11:00 PM,2024,01,07,23,9.1,38,Good,7.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 12:00 AM,2024,01,08,00,9.5,40,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 01:00 AM,2024,01,08,01,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 02:00 AM,2024,01,08,02,7.3,30,Good,6.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 03:00 AM,2024,01,08,03,7.1,30,Good,7.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 04:00 AM,2024,01,08,04,8.0,33,Good,9.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 05:00 AM,2024,01,08,05,7.5,31,Good,7.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 06:00 AM,2024,01,08,06,7.7,32,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 07:00 AM,2024,01,08,07,7.8,33,Good,8.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 08:00 AM,2024,01,08,08,7.4,31,Good,7.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 09:00 AM,2024,01,08,09,6.9,29,Good,6.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 10:00 AM,2024,01,08,10,8.1,34,Good,10.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 11:00 AM,2024,01,08,11,7.6,32,Good,7.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 12:00 PM,2024,01,08,12,10.8,45,Good,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 01:00 PM,2024,01,08,13,10.9,45,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 02:00 PM,2024,01,08,14,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 03:00 PM,2024,01,08,15,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 04:00 PM,2024,01,08,16,12.1,51,Moderate,13.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 05:00 PM,2024,01,08,17,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 06:00 PM,2024,01,08,18,12.0,50,Good,11.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 07:00 PM,2024,01,08,19,12.0,50,Good,12.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 08:00 PM,2024,01,08,20,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 09:00 PM,2024,01,08,21,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 10:00 PM,2024,01,08,22,14.7,56,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-08 11:00 PM,2024,01,08,23,14.3,56,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 12:00 AM,2024,01,09,00,14.8,57,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 01:00 AM,2024,01,09,01,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 02:00 AM,2024,01,09,02,15.7,59,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 03:00 AM,2024,01,09,03,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 04:00 AM,2024,01,09,04,16.1,59,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 05:00 AM,2024,01,09,05,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 06:00 AM,2024,01,09,06,15.9,59,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 07:00 AM,2024,01,09,07,15.6,58,Moderate,15.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 08:00 AM,2024,01,09,08,16.0,59,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 09:00 AM,2024,01,09,09,16.8,61,Moderate,19.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 10:00 AM,2024,01,09,10,18.9,65,Moderate,22.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 11:00 AM,2024,01,09,11,22.5,73,Moderate,26.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 12:00 PM,2024,01,09,12,24.1,76,Moderate,26.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 01:00 PM,2024,01,09,13,20.8,69,Moderate,17.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 02:00 PM,2024,01,09,14,22.3,72,Moderate,24.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 03:00 PM,2024,01,09,15,20.3,68,Moderate,18.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 04:00 PM,2024,01,09,16,21.0,70,Moderate,22.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 05:00 PM,2024,01,09,17,26.0,80,Moderate,31.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 06:00 PM,2024,01,09,18,23.5,75,Moderate,21.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 07:00 PM,2024,01,09,19,19.8,67,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 08:00 PM,2024,01,09,20,16.8,61,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 09:00 PM,2024,01,09,21,16.4,60,Moderate,16.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 10:00 PM,2024,01,09,22,17.7,63,Moderate,19.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-09 11:00 PM,2024,01,09,23,27.3,83,Moderate,37.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-10 12:00 AM,2024,01,10,00,27.1,83,Moderate,27.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-10 01:00 AM,2024,01,10,01,25.5,79,Moderate,24.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-10 02:00 AM,2024,01,10,02,19.7,67,Moderate,14.0,UG/M3,1 Hr,Valid
Astana,PM2.5 - Principal,2024-01-10 03:00 AM,2024,01,10,03,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
